"","subplotID","flowerID","garden","species","rater","compound","tot.vase.days","fresh","day"
"72",2,4,1,1,6,1,16,1,12
"73",2,4,1,1,6,1,16,1,13
"74",2,4,1,1,6,1,16,1,14
"75",2,4,1,1,6,1,16,1,15
"76",2,4,1,1,6,1,16,1,16
"77",2,4,1,1,6,1,16,0,17
"78",2,4,1,1,6,1,16,0,18
"79",2,4,1,1,6,1,16,0,19
"80",2,4,1,1,6,1,16,0,20
"81",2,4,1,1,6,1,16,0,21
"82",2,4,1,1,6,1,16,0,22
"83",2,4,1,1,6,1,16,0,23
"84",2,4,1,1,6,1,16,0,24
"85",2,4,1,1,6,1,16,0,25
"86",2,4,1,1,6,1,16,0,26
"87",2,4,1,1,6,1,16,0,27
"88",2,4,1,1,6,1,16,0,28
"89",2,4,1,1,6,1,16,0,29
"90",2,4,1,1,6,1,16,0,30
"91",2,5,1,1,3,1,18,1,1
"92",2,5,1,1,3,1,18,1,2
"93",2,5,1,1,3,1,18,1,3
"94",2,5,1,1,3,1,18,1,4
"95",2,5,1,1,3,1,18,1,5
"96",2,5,1,1,3,1,18,1,6
"97",2,5,1,1,3,1,18,1,7
"98",2,5,1,1,3,1,18,1,8
"99",2,5,1,1,3,1,18,1,9
"100",2,5,1,1,3,1,18,1,10
"101",2,5,1,1,3,1,18,1,11
"102",2,5,1,1,3,1,18,1,12
"103",2,5,1,1,3,1,18,1,13
"104",2,5,1,1,3,1,18,1,14
"105",2,5,1,1,3,1,18,1,15
"106",2,5,1,1,3,1,18,1,16
"107",2,5,1,1,3,1,18,1,17
"108",2,5,1,1,3,1,18,1,18
"109",2,5,1,1,3,1,18,0,19
"110",2,5,1,1,3,1,18,0,20
"111",2,5,1,1,3,1,18,0,21
"112",2,5,1,1,3,1,18,0,22
"113",2,5,1,1,3,1,18,0,23
"114",2,5,1,1,3,1,18,0,24
"115",2,5,1,1,3,1,18,0,25
"116",2,5,1,1,3,1,18,0,26
"117",2,5,1,1,3,1,18,0,27
"118",2,5,1,1,3,1,18,0,28
"119",2,5,1,1,3,1,18,0,29
"120",2,5,1,1,3,1,18,0,30
"121",3,6,1,1,4,1,10,1,1
"122",3,6,1,1,4,1,10,1,2
"123",3,6,1,1,4,1,10,1,3
"124",3,6,1,1,4,1,10,1,4
"125",3,6,1,1,4,1,10,1,5
"126",3,6,1,1,4,1,10,1,6
"127",3,6,1,1,4,1,10,1,7
"128",3,6,1,1,4,1,10,1,8
"129",3,6,1,1,4,1,10,1,9
"130",3,6,1,1,4,1,10,1,10
"131",3,6,1,1,4,1,10,0,11
"132",3,6,1,1,4,1,10,0,12
"133",3,6,1,1,4,1,10,0,13
"134",3,6,1,1,4,1,10,0,14
"135",3,6,1,1,4,1,10,0,15
"136",3,6,1,1,4,1,10,0,16
"137",3,6,1,1,4,1,10,0,17
"138",3,6,1,1,4,1,10,0,18
"139",3,6,1,1,4,1,10,0,19
"140",3,6,1,1,4,1,10,0,20
"141",3,6,1,1,4,1,10,0,21
"142",3,6,1,1,4,1,10,0,22
"143",3,6,1,1,4,1,10,0,23
"144",3,6,1,1,4,1,10,0,24
"145",3,6,1,1,4,1,10,0,25
"146",3,6,1,1,4,1,10,0,26
"147",3,6,1,1,4,1,10,0,27
"148",3,6,1,1,4,1,10,0,28
"149",3,6,1,1,4,1,10,0,29
"150",3,6,1,1,4,1,10,0,30
"151",3,7,1,1,6,1,10,1,1
"152",3,7,1,1,6,1,10,1,2
"153",3,7,1,1,6,1,10,1,3
"154",3,7,1,1,6,1,10,1,4
"155",3,7,1,1,6,1,10,1,5
"156",3,7,1,1,6,1,10,1,6
"157",3,7,1,1,6,1,10,1,7
"158",3,7,1,1,6,1,10,1,8
"159",3,7,1,1,6,1,10,1,9
"160",3,7,1,1,6,1,10,1,10
"161",3,7,1,1,6,1,10,0,11
"162",3,7,1,1,6,1,10,0,12
"163",3,7,1,1,6,1,10,0,13
"164",3,7,1,1,6,1,10,0,14
"165",3,7,1,1,6,1,10,0,15
"166",3,7,1,1,6,1,10,0,16
"167",3,7,1,1,6,1,10,0,17
"168",3,7,1,1,6,1,10,0,18
"169",3,7,1,1,6,1,10,0,19
"170",3,7,1,1,6,1,10,0,20
"171",3,7,1,1,6,1,10,0,21
"172",3,7,1,1,6,1,10,0,22
"173",3,7,1,1,6,1,10,0,23
"174",3,7,1,1,6,1,10,0,24
"175",3,7,1,1,6,1,10,0,25
"176",3,7,1,1,6,1,10,0,26
"177",3,7,1,1,6,1,10,0,27
"178",3,7,1,1,6,1,10,0,28
"179",3,7,1,1,6,1,10,0,29
"180",3,7,1,1,6,1,10,0,30
"181",3,8,1,1,5,1,12,1,1
"182",3,8,1,1,5,1,12,1,2
"183",3,8,1,1,5,1,12,1,3
"184",3,8,1,1,5,1,12,1,4
"185",3,8,1,1,5,1,12,1,5
"186",3,8,1,1,5,1,12,1,6
"187",3,8,1,1,5,1,12,1,7
"188",3,8,1,1,5,1,12,1,8
"189",3,8,1,1,5,1,12,1,9
"190",3,8,1,1,5,1,12,1,10
"191",3,8,1,1,5,1,12,1,11
"192",3,8,1,1,5,1,12,1,12
"193",3,8,1,1,5,1,12,0,13
"194",3,8,1,1,5,1,12,0,14
"195",3,8,1,1,5,1,12,0,15
"196",3,8,1,1,5,1,12,0,16
"197",3,8,1,1,5,1,12,0,17
"198",3,8,1,1,5,1,12,0,18
"199",3,8,1,1,5,1,12,0,19
"200",3,8,1,1,5,1,12,0,20
"201",3,8,1,1,5,1,12,0,21
"202",3,8,1,1,5,1,12,0,22
"203",3,8,1,1,5,1,12,0,23
"204",3,8,1,1,5,1,12,0,24
"205",3,8,1,1,5,1,12,0,25
"206",3,8,1,1,5,1,12,0,26
"207",3,8,1,1,5,1,12,0,27
"208",3,8,1,1,5,1,12,0,28
"209",3,8,1,1,5,1,12,0,29
"210",3,8,1,1,5,1,12,0,30
"211",3,9,1,1,6,1,12,1,1
"212",3,9,1,1,6,1,12,1,2
"213",3,9,1,1,6,1,12,1,3
"214",3,9,1,1,6,1,12,1,4
"215",3,9,1,1,6,1,12,1,5
"216",3,9,1,1,6,1,12,1,6
"217",3,9,1,1,6,1,12,1,7
"218",3,9,1,1,6,1,12,1,8
"219",3,9,1,1,6,1,12,1,9
"220",3,9,1,1,6,1,12,1,10
"221",3,9,1,1,6,1,12,1,11
"222",3,9,1,1,6,1,12,1,12
"223",3,9,1,1,6,1,12,0,13
"224",3,9,1,1,6,1,12,0,14
"225",3,9,1,1,6,1,12,0,15
"226",3,9,1,1,6,1,12,0,16
"227",3,9,1,1,6,1,12,0,17
"228",3,9,1,1,6,1,12,0,18
"229",3,9,1,1,6,1,12,0,19
"230",3,9,1,1,6,1,12,0,20
"231",3,9,1,1,6,1,12,0,21
"232",3,9,1,1,6,1,12,0,22
"233",3,9,1,1,6,1,12,0,23
"234",3,9,1,1,6,1,12,0,24
"235",3,9,1,1,6,1,12,0,25
"236",3,9,1,1,6,1,12,0,26
"237",3,9,1,1,6,1,12,0,27
"238",3,9,1,1,6,1,12,0,28
"239",3,9,1,1,6,1,12,0,29
"240",3,9,1,1,6,1,12,0,30
"241",3,10,1,1,6,1,9,1,1
"242",3,10,1,1,6,1,9,1,2
"243",3,10,1,1,6,1,9,1,3
"244",3,10,1,1,6,1,9,1,4
"245",3,10,1,1,6,1,9,1,5
"246",3,10,1,1,6,1,9,1,6
"247",3,10,1,1,6,1,9,1,7
"248",3,10,1,1,6,1,9,1,8
"249",3,10,1,1,6,1,9,1,9
"250",3,10,1,1,6,1,9,0,10
"251",3,10,1,1,6,1,9,0,11
"252",3,10,1,1,6,1,9,0,12
"253",3,10,1,1,6,1,9,0,13
"254",3,10,1,1,6,1,9,0,14
"255",3,10,1,1,6,1,9,0,15
"256",3,10,1,1,6,1,9,0,16
"257",3,10,1,1,6,1,9,0,17
"258",3,10,1,1,6,1,9,0,18
"259",3,10,1,1,6,1,9,0,19
"260",3,10,1,1,6,1,9,0,20
"261",3,10,1,1,6,1,9,0,21
"262",3,10,1,1,6,1,9,0,22
"263",3,10,1,1,6,1,9,0,23
"264",3,10,1,1,6,1,9,0,24
"265",3,10,1,1,6,1,9,0,25
"266",3,10,1,1,6,1,9,0,26
"267",3,10,1,1,6,1,9,0,27
"268",3,10,1,1,6,1,9,0,28
"269",3,10,1,1,6,1,9,0,29
"270",3,10,1,1,6,1,9,0,30
"271",7,11,1,1,4,1,13,1,1
"272",7,11,1,1,4,1,13,1,2
"273",7,11,1,1,4,1,13,1,3
"274",7,11,1,1,4,1,13,1,4
"275",7,11,1,1,4,1,13,1,5
"276",7,11,1,1,4,1,13,1,6
"277",7,11,1,1,4,1,13,1,7
"278",7,11,1,1,4,1,13,1,8
"279",7,11,1,1,4,1,13,1,9
"280",7,11,1,1,4,1,13,1,10
"281",7,11,1,1,4,1,13,1,11
"282",7,11,1,1,4,1,13,1,12
"283",7,11,1,1,4,1,13,1,13
"284",7,11,1,1,4,1,13,0,14
"285",7,11,1,1,4,1,13,0,15
"286",7,11,1,1,4,1,13,0,16
"287",7,11,1,1,4,1,13,0,17
"288",7,11,1,1,4,1,13,0,18
"289",7,11,1,1,4,1,13,0,19
"290",7,11,1,1,4,1,13,0,20
"291",7,11,1,1,4,1,13,0,21
"292",7,11,1,1,4,1,13,0,22
"293",7,11,1,1,4,1,13,0,23
"294",7,11,1,1,4,1,13,0,24
"295",7,11,1,1,4,1,13,0,25
"296",7,11,1,1,4,1,13,0,26
"297",7,11,1,1,4,1,13,0,27
"298",7,11,1,1,4,1,13,0,28
"299",7,11,1,1,4,1,13,0,29
"300",7,11,1,1,4,1,13,0,30
"301",7,12,1,1,7,1,15,1,1
"302",7,12,1,1,7,1,15,1,2
"303",7,12,1,1,7,1,15,1,3
"304",7,12,1,1,7,1,15,1,4
"305",7,12,1,1,7,1,15,1,5
"306",7,12,1,1,7,1,15,1,6
"307",7,12,1,1,7,1,15,1,7
"308",7,12,1,1,7,1,15,1,8
"309",7,12,1,1,7,1,15,1,9
"310",7,12,1,1,7,1,15,1,10
"311",7,12,1,1,7,1,15,1,11
"312",7,12,1,1,7,1,15,1,12
"313",7,12,1,1,7,1,15,1,13
"314",7,12,1,1,7,1,15,1,14
"315",7,12,1,1,7,1,15,1,15
"316",7,12,1,1,7,1,15,0,16
"317",7,12,1,1,7,1,15,0,17
"318",7,12,1,1,7,1,15,0,18
"319",7,12,1,1,7,1,15,0,19
"320",7,12,1,1,7,1,15,0,20
"321",7,12,1,1,7,1,15,0,21
"322",7,12,1,1,7,1,15,0,22
"323",7,12,1,1,7,1,15,0,23
"324",7,12,1,1,7,1,15,0,24
"325",7,12,1,1,7,1,15,0,25
"326",7,12,1,1,7,1,15,0,26
"327",7,12,1,1,7,1,15,0,27
"328",7,12,1,1,7,1,15,0,28
"329",7,12,1,1,7,1,15,0,29
"330",7,12,1,1,7,1,15,0,30
"331",7,13,1,1,6,1,20,1,1
"332",7,13,1,1,6,1,20,1,2
"333",7,13,1,1,6,1,20,1,3
"334",7,13,1,1,6,1,20,1,4
"335",7,13,1,1,6,1,20,1,5
"336",7,13,1,1,6,1,20,1,6
"337",7,13,1,1,6,1,20,1,7
"338",7,13,1,1,6,1,20,1,8
"339",7,13,1,1,6,1,20,1,9
"340",7,13,1,1,6,1,20,1,10
"341",7,13,1,1,6,1,20,1,11
"342",7,13,1,1,6,1,20,1,12
"343",7,13,1,1,6,1,20,1,13
"344",7,13,1,1,6,1,20,1,14
"345",7,13,1,1,6,1,20,1,15
"346",7,13,1,1,6,1,20,1,16
"347",7,13,1,1,6,1,20,1,17
"348",7,13,1,1,6,1,20,1,18
"349",7,13,1,1,6,1,20,1,19
"350",7,13,1,1,6,1,20,1,20
"351",7,13,1,1,6,1,20,0,21
"352",7,13,1,1,6,1,20,0,22
"353",7,13,1,1,6,1,20,0,23
"354",7,13,1,1,6,1,20,0,24
"355",7,13,1,1,6,1,20,0,25
"356",7,13,1,1,6,1,20,0,26
"357",7,13,1,1,6,1,20,0,27
"358",7,13,1,1,6,1,20,0,28
"359",7,13,1,1,6,1,20,0,29
"360",7,13,1,1,6,1,20,0,30
"361",7,14,1,1,2,1,6,1,1
"362",7,14,1,1,2,1,6,1,2
"363",7,14,1,1,2,1,6,1,3
"364",7,14,1,1,2,1,6,1,4
"365",7,14,1,1,2,1,6,1,5
"366",7,14,1,1,2,1,6,1,6
"367",7,14,1,1,2,1,6,0,7
"368",7,14,1,1,2,1,6,0,8
"369",7,14,1,1,2,1,6,0,9
"370",7,14,1,1,2,1,6,0,10
"371",7,14,1,1,2,1,6,0,11
"372",7,14,1,1,2,1,6,0,12
"373",7,14,1,1,2,1,6,0,13
"374",7,14,1,1,2,1,6,0,14
"375",7,14,1,1,2,1,6,0,15
"376",7,14,1,1,2,1,6,0,16
"377",7,14,1,1,2,1,6,0,17
"378",7,14,1,1,2,1,6,0,18
"379",7,14,1,1,2,1,6,0,19
"380",7,14,1,1,2,1,6,0,20
"381",7,14,1,1,2,1,6,0,21
"382",7,14,1,1,2,1,6,0,22
"383",7,14,1,1,2,1,6,0,23
"384",7,14,1,1,2,1,6,0,24
"385",7,14,1,1,2,1,6,0,25
"386",7,14,1,1,2,1,6,0,26
"387",7,14,1,1,2,1,6,0,27
"388",7,14,1,1,2,1,6,0,28
"389",7,14,1,1,2,1,6,0,29
"390",7,14,1,1,2,1,6,0,30
"391",7,15,1,1,5,1,15,1,1
"392",7,15,1,1,5,1,15,1,2
"393",7,15,1,1,5,1,15,1,3
"394",7,15,1,1,5,1,15,1,4
"395",7,15,1,1,5,1,15,1,5
"396",7,15,1,1,5,1,15,1,6
"397",7,15,1,1,5,1,15,1,7
"398",7,15,1,1,5,1,15,1,8
"399",7,15,1,1,5,1,15,1,9
"400",7,15,1,1,5,1,15,1,10
"401",7,15,1,1,5,1,15,1,11
"402",7,15,1,1,5,1,15,1,12
"403",7,15,1,1,5,1,15,1,13
"404",7,15,1,1,5,1,15,1,14
"405",7,15,1,1,5,1,15,1,15
"406",7,15,1,1,5,1,15,0,16
"407",7,15,1,1,5,1,15,0,17
"408",7,15,1,1,5,1,15,0,18
"409",7,15,1,1,5,1,15,0,19
"410",7,15,1,1,5,1,15,0,20
"411",7,15,1,1,5,1,15,0,21
"412",7,15,1,1,5,1,15,0,22
"413",7,15,1,1,5,1,15,0,23
"414",7,15,1,1,5,1,15,0,24
"415",7,15,1,1,5,1,15,0,25
"416",7,15,1,1,5,1,15,0,26
"417",7,15,1,1,5,1,15,0,27
"418",7,15,1,1,5,1,15,0,28
"419",7,15,1,1,5,1,15,0,29
"420",7,15,1,1,5,1,15,0,30
"421",11,16,1,1,6,1,13,1,1
"422",11,16,1,1,6,1,13,1,2
"423",11,16,1,1,6,1,13,1,3
"424",11,16,1,1,6,1,13,1,4
"425",11,16,1,1,6,1,13,1,5
"426",11,16,1,1,6,1,13,1,6
"427",11,16,1,1,6,1,13,1,7
"428",11,16,1,1,6,1,13,1,8
"429",11,16,1,1,6,1,13,1,9
"430",11,16,1,1,6,1,13,1,10
"431",11,16,1,1,6,1,13,1,11
"432",11,16,1,1,6,1,13,1,12
"433",11,16,1,1,6,1,13,1,13
"434",11,16,1,1,6,1,13,0,14
"435",11,16,1,1,6,1,13,0,15
"436",11,16,1,1,6,1,13,0,16
"437",11,16,1,1,6,1,13,0,17
"438",11,16,1,1,6,1,13,0,18
"439",11,16,1,1,6,1,13,0,19
"440",11,16,1,1,6,1,13,0,20
"441",11,16,1,1,6,1,13,0,21
"442",11,16,1,1,6,1,13,0,22
"443",11,16,1,1,6,1,13,0,23
"444",11,16,1,1,6,1,13,0,24
"445",11,16,1,1,6,1,13,0,25
"446",11,16,1,1,6,1,13,0,26
"447",11,16,1,1,6,1,13,0,27
"448",11,16,1,1,6,1,13,0,28
"449",11,16,1,1,6,1,13,0,29
"450",11,16,1,1,6,1,13,0,30
"451",11,17,1,1,7,1,19,1,1
"452",11,17,1,1,7,1,19,1,2
"453",11,17,1,1,7,1,19,1,3
"454",11,17,1,1,7,1,19,1,4
"455",11,17,1,1,7,1,19,1,5
"456",11,17,1,1,7,1,19,1,6
"457",11,17,1,1,7,1,19,1,7
"458",11,17,1,1,7,1,19,1,8
"459",11,17,1,1,7,1,19,1,9
"460",11,17,1,1,7,1,19,1,10
"461",11,17,1,1,7,1,19,1,11
"462",11,17,1,1,7,1,19,1,12
"463",11,17,1,1,7,1,19,1,13
"464",11,17,1,1,7,1,19,1,14
"465",11,17,1,1,7,1,19,1,15
"466",11,17,1,1,7,1,19,1,16
"467",11,17,1,1,7,1,19,1,17
"468",11,17,1,1,7,1,19,1,18
"469",11,17,1,1,7,1,19,1,19
"470",11,17,1,1,7,1,19,0,20
"471",11,17,1,1,7,1,19,0,21
"472",11,17,1,1,7,1,19,0,22
"473",11,17,1,1,7,1,19,0,23
"474",11,17,1,1,7,1,19,0,24
"475",11,17,1,1,7,1,19,0,25
"476",11,17,1,1,7,1,19,0,26
"477",11,17,1,1,7,1,19,0,27
"478",11,17,1,1,7,1,19,0,28
"479",11,17,1,1,7,1,19,0,29
"480",11,17,1,1,7,1,19,0,30
"481",11,19,1,1,6,1,8,1,1
"482",11,19,1,1,6,1,8,1,2
"483",11,19,1,1,6,1,8,1,3
"484",11,19,1,1,6,1,8,1,4
"485",11,19,1,1,6,1,8,1,5
"486",11,19,1,1,6,1,8,1,6
"487",11,19,1,1,6,1,8,1,7
"488",11,19,1,1,6,1,8,1,8
"489",11,19,1,1,6,1,8,0,9
"490",11,19,1,1,6,1,8,0,10
"491",11,19,1,1,6,1,8,0,11
"492",11,19,1,1,6,1,8,0,12
"493",11,19,1,1,6,1,8,0,13
"494",11,19,1,1,6,1,8,0,14
"495",11,19,1,1,6,1,8,0,15
"496",11,19,1,1,6,1,8,0,16
"497",11,19,1,1,6,1,8,0,17
"498",11,19,1,1,6,1,8,0,18
"499",11,19,1,1,6,1,8,0,19
"500",11,19,1,1,6,1,8,0,20
"501",11,19,1,1,6,1,8,0,21
"502",11,19,1,1,6,1,8,0,22
"503",11,19,1,1,6,1,8,0,23
"504",11,19,1,1,6,1,8,0,24
"505",11,19,1,1,6,1,8,0,25
"506",11,19,1,1,6,1,8,0,26
"507",11,19,1,1,6,1,8,0,27
"508",11,19,1,1,6,1,8,0,28
"509",11,19,1,1,6,1,8,0,29
"510",11,19,1,1,6,1,8,0,30
"511",11,20,1,1,7,1,11,1,1
"512",11,20,1,1,7,1,11,1,2
"513",11,20,1,1,7,1,11,1,3
"514",11,20,1,1,7,1,11,1,4
"515",11,20,1,1,7,1,11,1,5
"516",11,20,1,1,7,1,11,1,6
"517",11,20,1,1,7,1,11,1,7
"518",11,20,1,1,7,1,11,1,8
"519",11,20,1,1,7,1,11,1,9
"520",11,20,1,1,7,1,11,1,10
"521",11,20,1,1,7,1,11,1,11
"522",11,20,1,1,7,1,11,0,12
"523",11,20,1,1,7,1,11,0,13
"524",11,20,1,1,7,1,11,0,14
"525",11,20,1,1,7,1,11,0,15
"526",11,20,1,1,7,1,11,0,16
"527",11,20,1,1,7,1,11,0,17
"528",11,20,1,1,7,1,11,0,18
"529",11,20,1,1,7,1,11,0,19
"530",11,20,1,1,7,1,11,0,20
"531",11,20,1,1,7,1,11,0,21
"532",11,20,1,1,7,1,11,0,22
"533",11,20,1,1,7,1,11,0,23
"534",11,20,1,1,7,1,11,0,24
"535",11,20,1,1,7,1,11,0,25
"536",11,20,1,1,7,1,11,0,26
"537",11,20,1,1,7,1,11,0,27
"538",11,20,1,1,7,1,11,0,28
"539",11,20,1,1,7,1,11,0,29
"540",11,20,1,1,7,1,11,0,30
"541",14,21,1,1,8,1,16,1,1
"542",14,21,1,1,8,1,16,1,2
"543",14,21,1,1,8,1,16,1,3
"544",14,21,1,1,8,1,16,1,4
"545",14,21,1,1,8,1,16,1,5
"546",14,21,1,1,8,1,16,1,6
"547",14,21,1,1,8,1,16,1,7
"548",14,21,1,1,8,1,16,1,8
"549",14,21,1,1,8,1,16,1,9
"550",14,21,1,1,8,1,16,1,10
"551",14,21,1,1,8,1,16,1,11
"552",14,21,1,1,8,1,16,1,12
"553",14,21,1,1,8,1,16,1,13
"554",14,21,1,1,8,1,16,1,14
"555",14,21,1,1,8,1,16,1,15
"556",14,21,1,1,8,1,16,1,16
"557",14,21,1,1,8,1,16,0,17
"558",14,21,1,1,8,1,16,0,18
"559",14,21,1,1,8,1,16,0,19
"560",14,21,1,1,8,1,16,0,20
"561",14,21,1,1,8,1,16,0,21
"562",14,21,1,1,8,1,16,0,22
"563",14,21,1,1,8,1,16,0,23
"564",14,21,1,1,8,1,16,0,24
"565",14,21,1,1,8,1,16,0,25
"566",14,21,1,1,8,1,16,0,26
"567",14,21,1,1,8,1,16,0,27
"568",14,21,1,1,8,1,16,0,28
"569",14,21,1,1,8,1,16,0,29
"570",14,21,1,1,8,1,16,0,30
"571",14,23,1,1,8,1,9,1,1
"572",14,23,1,1,8,1,9,1,2
"573",14,23,1,1,8,1,9,1,3
"574",14,23,1,1,8,1,9,1,4
"575",14,23,1,1,8,1,9,1,5
"576",14,23,1,1,8,1,9,1,6
"577",14,23,1,1,8,1,9,1,7
"578",14,23,1,1,8,1,9,1,8
"579",14,23,1,1,8,1,9,1,9
"580",14,23,1,1,8,1,9,0,10
"581",14,23,1,1,8,1,9,0,11
"582",14,23,1,1,8,1,9,0,12
"583",14,23,1,1,8,1,9,0,13
"584",14,23,1,1,8,1,9,0,14
"585",14,23,1,1,8,1,9,0,15
"586",14,23,1,1,8,1,9,0,16
"587",14,23,1,1,8,1,9,0,17
"588",14,23,1,1,8,1,9,0,18
"589",14,23,1,1,8,1,9,0,19
"590",14,23,1,1,8,1,9,0,20
"591",14,23,1,1,8,1,9,0,21
"592",14,23,1,1,8,1,9,0,22
"593",14,23,1,1,8,1,9,0,23
"594",14,23,1,1,8,1,9,0,24
"595",14,23,1,1,8,1,9,0,25
"596",14,23,1,1,8,1,9,0,26
"597",14,23,1,1,8,1,9,0,27
"598",14,23,1,1,8,1,9,0,28
"599",14,23,1,1,8,1,9,0,29
"600",14,23,1,1,8,1,9,0,30
"601",14,24,1,1,1,1,5,1,1
"602",14,24,1,1,1,1,5,1,2
"603",14,24,1,1,1,1,5,1,3
"604",14,24,1,1,1,1,5,1,4
"605",14,24,1,1,1,1,5,1,5
"606",14,24,1,1,1,1,5,0,6
"607",14,24,1,1,1,1,5,0,7
"608",14,24,1,1,1,1,5,0,8
"609",14,24,1,1,1,1,5,0,9
"610",14,24,1,1,1,1,5,0,10
"611",14,24,1,1,1,1,5,0,11
"612",14,24,1,1,1,1,5,0,12
"613",14,24,1,1,1,1,5,0,13
"614",14,24,1,1,1,1,5,0,14
"615",14,24,1,1,1,1,5,0,15
"616",14,24,1,1,1,1,5,0,16
"617",14,24,1,1,1,1,5,0,17
"618",14,24,1,1,1,1,5,0,18
"619",14,24,1,1,1,1,5,0,19
"620",14,24,1,1,1,1,5,0,20
"621",14,24,1,1,1,1,5,0,21
"622",14,24,1,1,1,1,5,0,22
"623",14,24,1,1,1,1,5,0,23
"624",14,24,1,1,1,1,5,0,24
"625",14,24,1,1,1,1,5,0,25
"626",14,24,1,1,1,1,5,0,26
"627",14,24,1,1,1,1,5,0,27
"628",14,24,1,1,1,1,5,0,28
"629",14,24,1,1,1,1,5,0,29
"630",14,24,1,1,1,1,5,0,30
"631",14,25,1,1,1,1,10,1,1
"632",14,25,1,1,1,1,10,1,2
"633",14,25,1,1,1,1,10,1,3
"634",14,25,1,1,1,1,10,1,4
"635",14,25,1,1,1,1,10,1,5
"636",14,25,1,1,1,1,10,1,6
"637",14,25,1,1,1,1,10,1,7
"638",14,25,1,1,1,1,10,1,8
"639",14,25,1,1,1,1,10,1,9
"640",14,25,1,1,1,1,10,1,10
"641",14,25,1,1,1,1,10,0,11
"642",14,25,1,1,1,1,10,0,12
"643",14,25,1,1,1,1,10,0,13
"644",14,25,1,1,1,1,10,0,14
"645",14,25,1,1,1,1,10,0,15
"646",14,25,1,1,1,1,10,0,16
"647",14,25,1,1,1,1,10,0,17
"648",14,25,1,1,1,1,10,0,18
"649",14,25,1,1,1,1,10,0,19
"650",14,25,1,1,1,1,10,0,20
"651",14,25,1,1,1,1,10,0,21
"652",14,25,1,1,1,1,10,0,22
"653",14,25,1,1,1,1,10,0,23
"654",14,25,1,1,1,1,10,0,24
"655",14,25,1,1,1,1,10,0,25
"656",14,25,1,1,1,1,10,0,26
"657",14,25,1,1,1,1,10,0,27
"658",14,25,1,1,1,1,10,0,28
"659",14,25,1,1,1,1,10,0,29
"660",14,25,1,1,1,1,10,0,30
"661",28,26,1,1,1,1,10,1,1
"662",28,26,1,1,1,1,10,1,2
"663",28,26,1,1,1,1,10,1,3
